"caseid","year","rr","rr_lag","union_now","union_past","union_gained","union_lost","age","female","educ","faminc","pid7"
38716,"2010",0,NA,1,0,NA,NA,24,1,5,5,1
38716,"2012",0,0,1,0,0,0,24,1,5,15,1
38716,"2014",0,0,1,0,0,0,24,1,6,15,1
78113,"2010",0.125,NA,1,0,NA,NA,47,1,5,15,1
78113,"2012",0.125,0.125,1,0,0,0,47,1,5,NA,1
78113,"2014",0.125,0.125,1,0,0,0,47,1,5,NA,1
63800,"2010",0.625,NA,1,0,NA,NA,62,0,6,11,1
63800,"2012",0.375,0.625,1,0,0,0,62,0,6,15,1
63800,"2014",0.75,0.375,1,0,0,0,62,0,6,15,1
15002,"2010",0.75,NA,1,0,NA,NA,59,0,5,11,1
15002,"2012",0.5,0.75,1,0,0,0,59,0,5,15,1
15002,"2014",0.125,0.5,1,0,0,0,59,0,5,15,1
67434,"2010",0.25,NA,1,0,NA,NA,51,0,3,10,3
67434,"2012",0.125,0.25,1,0,0,0,51,0,3,15,4
67434,"2014",0.25,0.125,1,0,0,0,51,0,3,15,3
3557,"2010",0.25,NA,1,0,NA,NA,71,1,4,15,1
3557,"2012",0,0.25,1,0,0,0,71,1,4,15,1
3557,"2014",0,0,1,0,0,0,71,1,4,15,1
26218,"2010",0.25,NA,1,0,NA,NA,57,0,3,6,1
26218,"2012",0,0.25,1,0,0,0,57,0,3,15,1
26218,"2014",0.25,0,1,0,0,0,57,0,3,15,1
21825,"2010",0.5,NA,1,0,NA,NA,67,1,3,8,1
21825,"2012",0.5,0.5,1,0,0,0,67,1,3,15,1
21825,"2014",0.5,0.5,1,0,0,0,67,1,3,15,1
47811,"2010",0.875,NA,1,0,NA,NA,57,1,2,9,1
47811,"2012",0.375,0.875,1,0,0,0,57,1,2,15,1
47811,"2014",0.375,0.375,1,0,0,0,57,1,2,15,1
29976,"2010",0.25,NA,1,0,NA,NA,53,1,5,11,1
29976,"2012",0.125,0.25,1,0,0,0,53,1,5,15,1
29976,"2014",0,0.125,1,0,0,0,53,1,5,15,1
71838,"2010",0.375,NA,1,0,NA,NA,50,0,5,1,3
71838,"2012",0.25,0.375,1,0,0,0,50,0,5,15,3
71838,"2014",0.125,0.25,1,0,0,0,50,0,5,15,3
83270,"2010",0.25,NA,0,0,NA,NA,61,0,5,11,1
83270,"2012",0.25,0.25,0,0,0,0,61,0,5,15,1
83270,"2014",0.25,0.25,0,0,0,0,61,0,5,15,1
76587,"2010",0.25,NA,0,0,NA,NA,54,0,5,12,4
76587,"2012",0.25,0.25,0,0,0,0,54,0,5,15,4
76587,"2014",0.125,0.25,0,0,0,0,54,0,5,15,4
16705,"2010",0.125,NA,1,0,NA,NA,62,0,6,15,1
16705,"2012",0,0.125,1,0,0,0,62,0,6,NA,1
16705,"2014",0,0,1,0,0,0,62,0,6,NA,1
3398,"2010",0.375,NA,1,0,NA,NA,45,0,6,14,1
3398,"2012",0.25,0.375,1,0,0,0,45,0,6,15,1
3398,"2014",0.25,0.25,1,0,0,0,45,0,6,15,1
76717,"2010",0.625,NA,0,0,NA,NA,58,1,5,10,1
76717,"2012",0.5,0.625,0,0,0,0,58,1,5,15,1
76717,"2014",0.375,0.5,0,0,0,0,58,1,5,15,1
2746,"2010",0.25,NA,0,0,NA,NA,47,1,6,11,1
2746,"2012",0.25,0.25,0,0,0,0,47,1,6,15,1
2746,"2014",0,0.25,0,1,0,1,47,1,6,15,1
31068,"2010",1,NA,1,0,NA,NA,61,1,3,13,7
31068,"2012",0.75,1,1,0,0,0,61,1,4,15,7
31068,"2014",0.75,0.75,1,0,0,0,61,1,3,15,7
81576,"2010",0.5,NA,0,0,NA,NA,57,0,3,10,1
81576,"2012",0.5,0.5,0,0,0,0,57,0,3,15,1
81576,"2014",0.375,0.5,0,0,0,0,57,0,3,15,1
49275,"2010",0.25,NA,1,0,NA,NA,55,1,3,10,3
49275,"2012",0.25,0.25,1,0,0,0,55,1,2,15,2
49275,"2014",0.375,0.25,1,0,0,0,55,1,2,15,3
35782,"2010",0,NA,1,0,NA,NA,52,1,3,8,1
35782,"2012",0.125,0,1,0,0,0,52,1,3,15,1
35782,"2014",0,0.125,1,0,0,0,52,1,3,15,1
14777,"2010",1,NA,0,0,NA,NA,47,0,4,13,4
14777,"2012",1,1,0,0,0,0,47,0,4,15,4
14777,"2014",0.75,1,0,0,0,0,47,0,4,15,4
21794,"2010",0.125,NA,1,0,NA,NA,50,0,5,7,2
21794,"2012",0,0.125,1,0,0,0,50,0,5,15,1
21794,"2014",0,0,1,0,0,0,50,0,5,15,2
17999,"2010",0.375,NA,0,0,NA,NA,42,0,6,8,2
17999,"2012",0.25,0.375,0,0,0,0,42,0,6,15,1
17999,"2014",0.375,0.25,0,0,0,0,42,0,6,15,2
72308,"2010",0.625,NA,1,0,NA,NA,26,0,5,7,6
72308,"2012",0.5,0.625,1,0,0,0,26,0,5,15,7
72308,"2014",0.5,0.5,1,0,0,0,26,0,5,15,6
26063,"2010",1,NA,0,0,NA,NA,48,0,6,11,6
26063,"2012",1,1,0,0,0,0,48,0,6,15,6
26063,"2014",1,1,0,0,0,0,48,0,6,15,6
73041,"2010",1,NA,1,0,NA,NA,51,1,5,13,7
73041,"2012",1,1,1,0,0,0,51,1,5,15,7
73041,"2014",1,1,1,0,0,0,51,1,5,15,7
10644,"2010",0,NA,1,0,NA,NA,42,0,3,3,1
10644,"2012",0.25,0,1,0,0,0,42,0,3,15,1
10644,"2014",0,0.25,1,0,0,0,42,0,3,15,1
24970,"2010",0.5,NA,1,0,NA,NA,72,0,6,11,7
24970,"2012",0.5,0.5,1,0,0,0,72,0,6,15,7
24970,"2014",0.875,0.5,1,0,0,0,72,0,6,15,7
26504,"2010",1,NA,1,0,NA,NA,69,0,6,8,4
26504,"2012",1,1,1,0,0,0,69,0,6,15,4
26504,"2014",0.875,1,1,0,0,0,69,0,6,15,4
76788,"2010",1,NA,1,0,NA,NA,58,1,3,15,7
76788,"2012",1,1,1,0,0,0,58,1,3,NA,7
76788,"2014",1,1,1,0,0,0,58,1,3,NA,7
25887,"2010",0.125,NA,1,0,NA,NA,56,0,6,14,1
25887,"2012",0.25,0.125,1,0,0,0,56,0,6,15,1
25887,"2014",0.25,0.25,1,0,0,0,56,0,6,15,1
20199,"2010",0.75,NA,1,0,NA,NA,60,0,5,11,5
20199,"2012",0.875,0.75,1,0,0,0,60,0,5,15,5
20199,"2014",0.75,0.875,1,0,0,0,60,0,5,15,5
3676,"2010",0.375,NA,0,0,NA,NA,56,0,5,15,2
3676,"2012",0.375,0.375,0,0,0,0,56,0,5,NA,2
3676,"2014",0.25,0.375,0,0,0,0,56,0,5,NA,2
22290,"2010",0.875,NA,1,0,NA,NA,68,0,2,9,1
22290,"2012",0.75,0.875,1,0,0,0,68,0,2,15,1
22290,"2014",0.75,0.75,1,0,0,0,68,0,2,15,1
25509,"2010",0.75,NA,1,0,NA,NA,59,1,5,8,1
25509,"2012",0.5,0.75,1,0,0,0,59,1,5,15,1
25509,"2014",0.75,0.5,1,0,0,0,59,1,5,15,1
54547,"2010",0.875,NA,1,0,NA,NA,55,0,3,15,1
54547,"2012",0.25,0.875,1,0,0,0,55,0,3,NA,1
54547,"2014",0.375,0.25,1,0,0,0,55,0,3,NA,1
15010,"2010",1,NA,1,0,NA,NA,51,0,5,12,7
15010,"2012",1,1,1,0,0,0,51,0,5,15,7
15010,"2014",1,1,1,0,0,0,51,0,5,15,7
31723,"2010",1,NA,1,0,NA,NA,57,1,3,15,4
31723,"2012",0.875,1,1,0,0,0,57,1,3,NA,2
31723,"2014",0.625,0.875,1,0,0,0,57,1,3,NA,4
38199,"2010",1,NA,1,0,NA,NA,71,1,2,7,7
38199,"2012",1,1,1,0,0,0,71,1,2,15,7
38199,"2014",0.875,1,1,0,0,0,71,1,2,15,7
24213,"2010",0.625,NA,1,0,NA,NA,71,0,6,14,3
24213,"2012",0.75,0.625,1,0,0,0,71,0,6,15,3
24213,"2014",0.75,0.75,1,0,0,0,71,0,6,15,3
8377,"2010",1,NA,1,0,NA,NA,68,0,3,14,7
8377,"2012",0.75,1,1,0,0,0,68,0,3,15,7
8377,"2014",0.875,0.75,1,0,0,0,68,0,3,NA,7
13901,"2010",0.125,NA,1,0,NA,NA,53,0,5,9,1
13901,"2012",0,0.125,1,0,0,0,53,0,5,15,1
13901,"2014",0,0,1,0,0,0,53,0,5,15,1
60368,"2010",0.375,NA,1,0,NA,NA,61,1,5,8,1
60368,"2012",0.25,0.375,1,0,0,0,61,1,5,15,1
60368,"2014",0.5,0.25,1,0,0,0,61,1,5,15,1
31117,"2010",0.375,NA,1,0,NA,NA,58,1,5,15,1
31117,"2012",0.375,0.375,1,0,0,0,58,1,5,NA,1
31117,"2014",0.25,0.375,1,0,0,0,58,1,5,15,1
43720,"2010",0.25,NA,1,0,NA,NA,72,0,5,15,2
43720,"2012",0.25,0.25,1,0,0,0,72,0,5,15,2
43720,"2014",0.125,0.25,1,0,0,0,72,0,5,15,2
29205,"2010",0.375,NA,1,0,NA,NA,53,1,3,4,1
29205,"2012",0.25,0.375,1,0,0,0,53,1,3,15,1
29205,"2014",0.375,0.25,1,0,0,0,53,1,3,15,1
18677,"2010",1,NA,1,0,NA,NA,71,0,2,15,3
18677,"2012",0.75,1,1,0,0,0,71,0,2,15,4
18677,"2014",1,0.75,1,0,0,0,71,0,2,NA,3
32203,"2010",1,NA,1,0,NA,NA,46,0,3,9,7
32203,"2012",1,1,1,0,0,0,46,0,3,15,7
32203,"2014",1,1,1,0,0,0,46,0,1,15,7
8276,"2010",1,NA,1,0,NA,NA,57,1,3,6,7
8276,"2012",1,1,1,0,0,0,57,1,3,15,7
8276,"2014",1,1,1,0,0,0,57,1,3,15,7
26638,"2010",0.75,NA,1,0,NA,NA,42,0,3,13,5
26638,"2012",0.75,0.75,1,0,0,0,42,0,3,15,5
26638,"2014",0.875,0.75,1,0,0,0,42,0,3,NA,5
83931,"2010",0,NA,1,0,NA,NA,37,0,3,7,1
83931,"2012",0,0,1,0,0,0,37,0,3,15,1
83931,"2014",0,0,1,0,0,0,37,0,3,15,1
53344,"2010",0.25,NA,1,0,NA,NA,64,1,5,8,1
53344,"2012",0,0.25,1,0,0,0,64,1,4,15,1
53344,"2014",0,0,1,0,0,0,64,1,4,15,1
12022,"2010",0.25,NA,1,0,NA,NA,60,1,5,6,1
12022,"2012",0.25,0.25,1,0,0,0,60,1,5,15,1
12022,"2014",0.125,0.25,1,0,0,0,60,1,5,15,1
9624,"2010",0.875,NA,1,0,NA,NA,56,0,6,13,7
9624,"2012",1,0.875,1,0,0,0,56,0,6,15,7
9624,"2014",0.875,1,1,0,0,0,56,0,6,15,7
546,"2010",0.25,NA,1,0,NA,NA,62,1,5,12,3
546,"2012",0.375,0.25,1,0,0,0,62,1,5,15,3
546,"2014",0.375,0.375,1,0,0,0,62,1,5,15,3
25725,"2010",1,NA,1,0,NA,NA,50,1,3,12,7
25725,"2012",1,1,1,0,0,0,50,1,3,15,7
25725,"2014",1,1,1,0,0,0,50,1,4,15,7
16610,"2010",0.5,NA,1,0,NA,NA,54,1,4,7,1
16610,"2012",0.375,0.5,1,0,0,0,54,1,4,15,1
16610,"2014",0.125,0.375,1,0,0,0,54,1,4,15,1
19509,"2010",0.75,NA,0,0,NA,NA,57,0,5,10,5
19509,"2012",0.5,0.75,0,0,0,0,57,0,5,15,6
19509,"2014",0.625,0.5,0,0,0,0,57,0,5,15,5
85143,"2010",1,NA,1,0,NA,NA,26,0,5,8,5
85143,"2012",1,1,1,0,0,0,26,0,5,15,5
85143,"2014",1,1,1,0,0,0,26,0,5,15,5
32814,"2010",0.5,NA,1,0,NA,NA,59,1,6,11,7
32814,"2012",0.625,0.5,1,0,0,0,59,1,6,15,7
32814,"2014",0.75,0.625,1,0,0,0,59,1,5,15,7
66009,"2010",0.5,NA,0,0,NA,NA,28,0,3,6,3
66009,"2012",0,0.5,0,0,0,0,28,0,3,15,3
66009,"2014",0,0,0,0,0,0,28,0,3,15,3
11739,"2010",0.5,NA,0,0,NA,NA,66,0,3,15,3
11739,"2012",0.625,0.5,0,1,0,1,66,0,5,NA,3
11739,"2014",0.375,0.625,0,1,0,0,66,0,5,NA,3
66446,"2010",0.5,NA,1,0,NA,NA,52,0,4,11,1
66446,"2012",0.625,0.5,1,0,0,0,52,0,4,15,1
66446,"2014",0.375,0.625,1,0,0,0,52,0,4,15,1
83627,"2010",0.25,NA,0,0,NA,NA,58,0,5,9,1
83627,"2012",0.25,0.25,0,0,0,0,58,0,5,15,1
83627,"2014",0.25,0.25,0,0,0,0,58,0,5,15,1
30124,"2010",0.625,NA,1,0,NA,NA,62,1,3,15,5
30124,"2012",0.875,0.625,1,0,0,0,62,1,3,NA,7
30124,"2014",0.875,0.875,1,0,0,0,62,1,3,NA,5
23327,"2010",1,NA,1,0,NA,NA,54,0,6,12,5
23327,"2012",1,1,1,0,0,0,54,0,6,15,5
23327,"2014",0.75,1,1,0,0,0,54,0,6,15,5
21478,"2010",0.375,NA,1,0,NA,NA,75,0,3,12,3
21478,"2012",0.375,0.375,1,0,0,0,75,0,3,15,3
21478,"2014",0.375,0.375,1,0,0,0,75,0,3,15,3
34213,"2010",1,NA,1,0,NA,NA,38,0,3,10,5
34213,"2012",1,1,1,0,0,0,38,0,3,15,5
34213,"2014",1,1,1,0,0,0,38,0,3,15,5
23389,"2010",0.75,NA,1,0,NA,NA,52,0,5,13,2
23389,"2012",0.5,0.75,1,0,0,0,52,0,5,15,2
23389,"2014",0.375,0.5,1,0,0,0,52,0,5,NA,2
53446,"2010",0.625,NA,1,0,NA,NA,67,0,5,14,7
53446,"2012",0.875,0.625,1,0,0,0,67,0,5,15,7
53446,"2014",1,0.875,1,0,0,0,67,0,5,15,7
9356,"2010",0,NA,1,0,NA,NA,59,0,5,5,3
9356,"2012",0.125,0,1,0,0,0,59,0,5,15,3
9356,"2014",0,0.125,1,0,0,0,59,0,5,15,3
51333,"2010",0.125,NA,0,0,NA,NA,56,0,5,6,1
51333,"2012",0.125,0.125,0,0,0,0,56,0,5,15,1
51333,"2014",0.25,0.125,0,0,0,0,56,0,5,15,1
53665,"2010",0.5,NA,1,0,NA,NA,74,1,2,11,1
53665,"2012",0.375,0.5,1,0,0,0,74,1,2,15,1
53665,"2014",0.375,0.375,1,0,0,0,74,1,2,15,1
12590,"2010",1,NA,1,0,NA,NA,38,0,5,7,7
12590,"2012",1,1,1,0,0,0,38,0,5,15,7
12590,"2014",1,1,1,0,0,0,38,0,5,15,7
6477,"2010",1,NA,0,0,NA,NA,58,1,3,11,7
6477,"2012",1,1,0,0,0,0,58,1,3,15,7
6477,"2014",1,1,0,0,0,0,58,1,3,15,7
35196,"2010",0.625,NA,1,0,NA,NA,62,0,5,11,3
35196,"2012",0.625,0.625,1,0,0,0,62,0,5,15,3
35196,"2014",0.875,0.625,1,0,0,0,62,0,5,15,3
10434,"2010",0.25,NA,1,0,NA,NA,60,0,5,15,2
10434,"2012",0.125,0.25,1,0,0,0,60,0,5,NA,2
10434,"2014",0,0.125,1,0,0,0,60,0,5,NA,2
51884,"2010",0.625,NA,1,0,NA,NA,69,1,5,15,5
51884,"2012",0.625,0.625,1,0,0,0,69,1,5,NA,5
51884,"2014",0.5,0.625,1,0,0,0,69,1,5,NA,5
23746,"2010",0.75,NA,1,0,NA,NA,58,0,6,14,7
23746,"2012",1,0.75,1,0,0,0,58,0,6,15,7
23746,"2014",0.875,1,1,0,0,0,58,0,6,15,7
4182,"2010",0.5,NA,1,0,NA,NA,69,0,6,12,1
4182,"2012",0.5,0.5,1,0,0,0,69,0,6,15,1
4182,"2014",0.25,0.5,1,0,0,0,69,0,6,15,1
7387,"2010",0,NA,1,0,NA,NA,55,1,6,14,1
7387,"2012",0.125,0,1,0,0,0,55,1,6,15,1
7387,"2014",0.125,0.125,1,0,0,0,55,1,6,15,1
2261,"2010",1,NA,1,0,NA,NA,69,1,2,5,4
2261,"2012",1,1,1,0,0,0,69,1,2,NA,4
2261,"2014",1,1,1,0,0,0,69,1,2,NA,4
24968,"2010",0.5,NA,0,0,NA,NA,54,0,3,3,1
24968,"2012",0.625,0.5,0,1,0,1,54,0,3,15,3
24968,"2014",0.75,0.625,0,1,0,0,54,0,3,15,1
75293,"2010",0.75,NA,0,0,NA,NA,49,0,6,12,7
75293,"2012",0.875,0.75,0,0,0,0,49,0,6,15,7
75293,"2014",0.5,0.875,0,0,0,0,49,0,6,15,7
71317,"2010",0.125,NA,1,0,NA,NA,68,0,5,12,1
71317,"2012",0.25,0.125,1,0,0,0,68,0,5,15,1
71317,"2014",0.25,0.25,1,0,0,0,68,0,5,15,1
75274,"2010",0.125,NA,1,0,NA,NA,64,1,5,15,1
75274,"2012",0,0.125,1,0,0,0,64,1,4,NA,1
75274,"2014",0,0,1,0,0,0,64,1,5,NA,1
32639,"2010",0.5,NA,1,0,NA,NA,52,1,5,7,2
32639,"2012",0.5,0.5,1,0,0,0,52,1,5,15,1
32639,"2014",0.25,0.5,1,0,0,0,52,1,5,15,2
55583,"2010",0.625,NA,0,0,NA,NA,60,0,4,8,1
55583,"2012",0.25,0.625,0,0,0,0,60,0,5,15,2
55583,"2014",0.375,0.25,0,0,0,0,60,0,4,15,1
17831,"2010",0.625,NA,1,0,NA,NA,55,0,6,15,3
17831,"2012",0.625,0.625,1,0,0,0,55,0,6,15,3
17831,"2014",0.625,0.625,1,0,0,0,55,0,6,15,3
29324,"2010",0.875,NA,0,0,NA,NA,56,1,3,8,4
29324,"2012",0.75,0.875,0,0,0,0,56,1,3,15,4
29324,"2014",0.875,0.75,0,0,0,0,56,1,3,15,4
25686,"2010",0.375,NA,1,0,NA,NA,69,0,6,15,1
25686,"2012",0.375,0.375,1,0,0,0,69,0,6,15,1
25686,"2014",0.125,0.375,1,0,0,0,69,0,6,15,1
21458,"2010",0.75,NA,1,0,NA,NA,43,1,6,9,7
21458,"2012",0.75,0.75,1,0,0,0,43,1,6,15,7
21458,"2014",0.875,0.75,1,0,0,0,43,1,6,15,7
77888,"2010",0.375,NA,0,0,NA,NA,45,0,5,11,2
77888,"2012",0.25,0.375,0,0,0,0,45,0,5,15,2
77888,"2014",0.25,0.25,0,0,0,0,45,0,5,15,2
25623,"2010",0.25,NA,0,0,NA,NA,50,0,6,11,1
25623,"2012",0.25,0.25,0,0,0,0,50,0,6,15,1
25623,"2014",0.25,0.25,0,0,0,0,50,0,6,15,1
22739,"2010",0.875,NA,1,0,NA,NA,36,0,3,8,5
22739,"2012",1,0.875,1,0,0,0,36,0,3,15,5
22739,"2014",0.75,1,1,0,0,0,36,0,2,15,5
77469,"2010",0.375,NA,1,0,NA,NA,70,0,5,8,3
77469,"2012",0.5,0.375,1,0,0,0,70,0,5,15,6
77469,"2014",0.25,0.5,1,0,0,0,70,0,5,15,3
6216,"2010",1,NA,1,0,NA,NA,49,0,5,14,4
6216,"2012",1,1,1,0,0,0,49,0,5,15,4
6216,"2014",1,1,1,0,0,0,49,0,5,15,4
22254,"2010",0,NA,1,0,NA,NA,45,0,5,9,1
22254,"2012",0.125,0,1,0,0,0,45,0,5,15,1
22254,"2014",0.125,0.125,1,0,0,0,45,0,5,15,1
48183,"2010",0.5,NA,0,0,NA,NA,49,1,2,11,1
48183,"2012",0.5,0.5,0,0,0,0,49,1,2,15,1
48183,"2014",0.75,0.5,0,0,0,0,49,1,2,15,1
66536,"2010",0,NA,1,0,NA,NA,61,1,5,12,1
66536,"2012",0,0,1,0,0,0,61,1,5,NA,1
66536,"2014",0.125,0,1,0,0,0,61,1,5,NA,1
49120,"2010",0.75,NA,1,0,NA,NA,55,1,5,13,1
49120,"2012",0.875,0.75,1,0,0,0,55,1,5,15,1
49120,"2014",0.75,0.875,1,0,0,0,55,1,5,15,1
26486,"2010",0.5,NA,1,0,NA,NA,62,1,3,14,5
26486,"2012",0.5,0.5,1,0,0,0,62,1,3,NA,5
26486,"2014",0.75,0.5,1,0,0,0,62,1,3,NA,5
66206,"2010",0.5,NA,1,0,NA,NA,62,1,6,7,4
66206,"2012",0.5,0.5,1,0,0,0,62,1,6,15,4
66206,"2014",0.75,0.5,1,0,0,0,62,1,6,15,4
12706,"2010",0.125,NA,1,0,NA,NA,32,0,6,8,1
12706,"2012",0,0.125,1,0,0,0,32,0,6,15,1
12706,"2014",0,0,1,0,0,0,32,0,6,15,1
4336,"2010",0.625,NA,1,0,NA,NA,62,0,6,14,1
4336,"2012",0,0.625,1,0,0,0,62,0,6,15,1
4336,"2014",0.5,0,1,0,0,0,62,0,3,15,1
18382,"2010",0.25,NA,1,0,NA,NA,55,1,6,13,4
18382,"2012",0.25,0.25,1,0,0,0,55,1,6,15,4
18382,"2014",0.375,0.25,1,0,0,0,55,1,6,15,4
13504,"2010",1,NA,1,0,NA,NA,67,1,5,15,6
13504,"2012",1,1,1,0,0,0,67,1,5,NA,5
13504,"2014",1,1,1,0,0,0,67,1,5,NA,6
33332,"2010",0.25,NA,1,0,NA,NA,65,0,6,14,1
33332,"2012",0.5,0.25,1,0,0,0,65,0,6,15,1
33332,"2014",0.375,0.5,1,0,0,0,65,0,6,15,1
54051,"2010",0.25,NA,1,0,NA,NA,64,0,5,14,1
54051,"2012",0.25,0.25,1,0,0,0,64,0,5,15,1
54051,"2014",0.25,0.25,1,0,0,0,64,0,5,15,1
9770,"2010",0,NA,0,0,NA,NA,61,1,6,10,1
9770,"2012",0,0,0,1,0,1,61,1,6,15,1
9770,"2014",0,0,0,1,0,0,61,1,6,15,1
13750,"2010",0.125,NA,1,0,NA,NA,61,0,6,14,1
13750,"2012",0.125,0.125,1,0,0,0,61,0,6,16,1
13750,"2014",0.125,0.125,1,0,0,0,61,0,6,15,1
18401,"2010",0.625,NA,0,0,NA,NA,65,0,5,13,1
18401,"2012",0.75,0.625,0,0,0,0,65,0,5,15,1
18401,"2014",0.875,0.75,0,1,0,1,65,0,5,15,1
64684,"2010",1,NA,1,0,NA,NA,54,0,3,14,4
64684,"2012",1,1,1,0,0,0,54,0,3,15,4
64684,"2014",1,1,1,0,0,0,54,0,3,15,4
70594,"2010",0,NA,1,0,NA,NA,60,0,6,15,3
70594,"2012",0.125,0,1,0,0,0,60,0,6,NA,3
70594,"2014",0.125,0.125,1,0,0,0,60,0,6,NA,3
14691,"2010",1,NA,1,0,NA,NA,57,1,5,12,6
14691,"2012",1,1,1,0,0,0,57,1,5,15,6
14691,"2014",1,1,1,0,0,0,57,1,5,15,6
78844,"2010",0.875,NA,1,0,NA,NA,61,0,5,13,4
78844,"2012",1,0.875,1,0,0,0,61,0,5,15,4
78844,"2014",0.75,1,1,0,0,0,61,0,5,15,4
7927,"2010",0.25,NA,1,0,NA,NA,47,0,5,8,3
7927,"2012",0.375,0.25,1,0,0,0,47,0,5,15,3
7927,"2014",0.125,0.375,1,0,0,0,47,0,5,15,3
52393,"2010",0.25,NA,1,0,NA,NA,53,0,6,14,1
52393,"2012",0.25,0.25,1,0,0,0,53,0,6,16,2
52393,"2014",0.25,0.25,1,0,0,0,53,0,6,16,1
32695,"2010",1,NA,1,0,NA,NA,66,0,6,15,2
32695,"2012",1,1,1,0,0,0,66,0,6,NA,2
32695,"2014",0.75,1,1,0,0,0,66,0,6,15,2
73108,"2010",0.25,NA,1,0,NA,NA,69,1,6,15,1
73108,"2012",0.25,0.25,1,0,0,0,69,1,6,NA,1
73108,"2014",0.25,0.25,1,0,0,0,69,1,6,NA,1
16395,"2010",0.25,NA,0,0,NA,NA,59,0,6,14,2
16395,"2012",0.25,0.25,0,0,0,0,59,0,6,15,1
16395,"2014",0.375,0.25,0,0,0,0,59,0,6,15,2
61999,"2010",0.375,NA,1,0,NA,NA,50,1,2,8,2
61999,"2012",0.5,0.375,1,0,0,0,50,1,2,15,2
61999,"2014",0.375,0.5,1,0,0,0,50,1,2,NA,2
17925,"2010",0.5,NA,1,0,NA,NA,72,0,6,14,4
17925,"2012",0.375,0.5,1,0,0,0,72,0,6,NA,4
17925,"2014",0.375,0.375,1,0,0,0,72,0,6,NA,4
20443,"2010",0,NA,1,0,NA,NA,61,1,6,15,1
20443,"2012",0,0,1,0,0,0,61,1,6,NA,1
20443,"2014",0,0,1,0,0,0,61,1,6,NA,1
24461,"2010",0.125,NA,1,0,NA,NA,68,0,5,9,1
24461,"2012",0,0.125,1,0,0,0,68,0,5,15,1
24461,"2014",0,0,1,0,0,0,68,0,5,15,1
55707,"2010",0.375,NA,1,0,NA,NA,40,0,5,14,1
55707,"2012",0.25,0.375,1,0,0,0,40,0,5,15,1
55707,"2014",0.25,0.25,1,0,0,0,40,0,5,15,1
17988,"2010",0.125,NA,1,0,NA,NA,52,0,3,6,1
17988,"2012",0.25,0.125,0,0,1,0,52,0,3,15,1
17988,"2014",0.25,0.25,0,0,0,0,52,0,3,15,1
12130,"2010",1,NA,1,0,NA,NA,52,0,5,14,4
12130,"2012",0.625,1,1,0,0,0,52,0,5,15,4
12130,"2014",0.625,0.625,1,0,0,0,52,0,5,NA,4
56328,"2010",0.375,NA,1,0,NA,NA,59,1,4,15,1
56328,"2012",0.125,0.375,1,0,0,0,59,1,4,15,1
56328,"2014",0.25,0.125,1,0,0,0,59,1,4,15,1
8707,"2010",0.25,NA,1,0,NA,NA,65,0,4,8,3
8707,"2012",0.25,0.25,1,0,0,0,65,0,4,15,3
8707,"2014",0.375,0.25,1,0,0,0,65,0,4,15,3
69138,"2010",0.25,NA,1,0,NA,NA,47,0,6,14,1
69138,"2012",0.25,0.25,1,0,0,0,47,0,6,15,1
69138,"2014",0.125,0.25,1,0,0,0,47,0,6,15,1
48704,"2010",0.25,NA,1,0,NA,NA,51,1,3,7,1
48704,"2012",0.125,0.25,1,0,0,0,51,1,4,15,1
48704,"2014",0,0.125,1,0,0,0,51,1,3,15,1
16161,"2010",0.375,NA,0,0,NA,NA,73,0,5,12,1
16161,"2012",0.25,0.375,0,0,0,0,73,0,5,15,1
16161,"2014",0.125,0.25,0,0,0,0,73,0,5,15,1
38439,"2010",1,NA,1,0,NA,NA,53,0,2,13,7
38439,"2012",1,1,1,0,0,0,53,0,2,15,7
38439,"2014",1,1,1,0,0,0,53,0,2,15,7
82983,"2010",0.5,NA,1,0,NA,NA,25,0,5,7,6
82983,"2012",0.375,0.5,1,0,0,0,25,0,3,15,7
82983,"2014",0.625,0.375,1,0,0,0,25,0,3,15,6
5216,"2010",0.875,NA,1,0,NA,NA,27,1,3,6,5
5216,"2012",1,0.875,1,0,0,0,27,1,3,15,5
5216,"2014",0.875,1,1,0,0,0,27,1,3,15,5
53874,"2010",0.875,NA,0,0,NA,NA,63,0,3,11,7
53874,"2012",0.875,0.875,0,0,0,0,63,0,3,15,7
53874,"2014",1,0.875,0,0,0,0,63,0,3,15,7
52801,"2010",0.5,NA,0,0,NA,NA,40,0,3,13,3
52801,"2012",0.5,0.5,0,0,0,0,40,0,3,15,3
52801,"2014",0.5,0.5,0,0,0,0,40,0,3,15,3
14111,"2010",0.75,NA,1,0,NA,NA,59,1,3,15,3
14111,"2012",0.625,0.75,1,0,0,0,59,1,3,15,3
14111,"2014",0.625,0.625,1,0,0,0,59,1,3,15,3
23550,"2010",0.125,NA,0,0,NA,NA,50,1,6,11,1
23550,"2012",0.25,0.125,0,0,0,0,50,1,6,15,1
23550,"2014",0.125,0.25,0,0,0,0,50,1,6,15,1
28131,"2010",1,NA,0,0,NA,NA,63,0,4,6,7
28131,"2012",1,1,0,0,0,0,63,0,4,15,7
28131,"2014",1,1,0,0,0,0,63,0,3,15,7
4354,"2010",1,NA,1,0,NA,NA,58,0,3,5,7
4354,"2012",1,1,1,0,0,0,58,0,3,15,7
4354,"2014",0.875,1,1,0,0,0,58,0,3,15,7
