"caseid","year","rr","rr_lag","union_now","union_past","union_gained","union_lost","age","female","educ","faminc","pid7"
53433,"2012",0.5,0.375,1,0,0,0,38,1,3,15,5
53433,"2014",0.375,0.5,1,0,0,0,38,1,3,15,5
30493,"2010",1,NA,1,0,NA,NA,55,1,3,4,4
30493,"2012",1,1,1,0,0,0,55,1,3,15,3
30493,"2014",1,1,1,0,0,0,55,1,3,15,4
20283,"2010",1,NA,1,0,NA,NA,64,1,2,1,7
20283,"2012",0.5,1,1,0,0,0,64,1,2,15,7
20283,"2014",0.625,0.5,1,0,0,0,64,1,2,15,7
64563,"2010",0.5,NA,1,0,NA,NA,56,1,6,11,1
64563,"2012",0.5,0.5,1,0,0,0,56,1,6,15,1
64563,"2014",0.625,0.5,1,0,0,0,56,1,6,15,1
25773,"2010",0.5,NA,1,0,NA,NA,50,0,2,15,5
25773,"2012",0.625,0.5,1,0,0,0,50,0,2,NA,5
25773,"2014",0.625,0.625,1,0,0,0,50,0,2,NA,5
11642,"2010",0.5,NA,1,0,NA,NA,58,1,6,11,3
11642,"2012",0.375,0.5,1,0,0,0,58,1,6,15,3
11642,"2014",0.5,0.375,1,0,0,0,58,1,6,NA,3
28121,"2010",1,NA,1,0,NA,NA,65,1,5,11,1
28121,"2012",1,1,1,0,0,0,65,1,5,15,1
28121,"2014",0.875,1,1,0,0,0,65,1,5,15,1
23340,"2010",1,NA,1,0,NA,NA,58,1,3,15,6
23340,"2012",1,1,1,0,0,0,58,1,3,NA,6
23340,"2014",1,1,1,0,0,0,58,1,3,NA,6
41460,"2010",1,NA,0,0,NA,NA,53,0,2,10,2
41460,"2012",1,1,0,0,0,0,53,0,2,15,2
41460,"2014",1,1,0,0,0,0,53,0,2,15,2
28144,"2010",0.375,NA,1,0,NA,NA,39,1,5,10,5
28144,"2012",0.625,0.375,1,0,0,0,39,1,5,15,5
28144,"2014",0.5,0.625,1,0,0,0,39,1,5,15,5
77530,"2010",0.375,NA,1,0,NA,NA,77,1,4,10,7
77530,"2012",0.875,0.375,1,0,0,0,77,1,4,15,7
77530,"2014",1,0.875,1,0,0,0,77,1,4,NA,7
4253,"2010",1,NA,1,0,NA,NA,48,0,3,6,7
4253,"2012",1,1,1,0,0,0,48,0,3,15,5
4253,"2014",1,1,1,0,0,0,48,0,3,15,7
83294,"2010",0.625,NA,1,0,NA,NA,59,0,4,4,7
83294,"2012",0.625,0.625,1,0,0,0,59,0,4,15,7
83294,"2014",0.625,0.625,1,0,0,0,59,0,4,15,7
70527,"2010",1,NA,1,0,NA,NA,53,1,3,15,4
70527,"2012",0.875,1,1,0,0,0,53,1,3,NA,4
70527,"2014",1,0.875,1,0,0,0,53,1,3,NA,4
54079,"2010",1,NA,1,0,NA,NA,51,1,5,4,1
54079,"2012",0.625,1,1,0,0,0,51,1,6,15,1
54079,"2014",0.75,0.625,1,0,0,0,51,1,6,15,1
13791,"2010",1,NA,1,0,NA,NA,47,1,2,11,7
13791,"2012",1,1,1,0,0,0,47,1,3,15,7
13791,"2014",1,1,1,0,0,0,47,1,2,15,7
10335,"2010",1,NA,1,0,NA,NA,57,1,3,9,4
10335,"2012",0.625,1,1,0,0,0,57,1,3,15,4
10335,"2014",1,0.625,1,0,0,0,57,1,3,15,4
50921,"2010",1,NA,1,0,NA,NA,50,1,3,13,6
50921,"2012",0.875,1,1,0,0,0,50,1,3,15,5
50921,"2014",1,0.875,1,0,0,0,50,1,3,NA,6
2164,"2010",0.875,NA,1,0,NA,NA,44,0,5,7,6
2164,"2012",0.75,0.875,1,0,0,0,44,0,5,15,6
2164,"2014",0.875,0.75,1,0,0,0,44,0,5,15,6
77367,"2010",0.875,NA,1,0,NA,NA,69,1,2,1,6
77367,"2012",0.875,0.875,1,0,0,0,69,1,2,15,6
77367,"2014",0.875,0.875,1,0,0,0,69,1,2,NA,6
31262,"2010",1,NA,1,0,NA,NA,48,1,5,10,5
31262,"2012",1,1,1,0,0,0,48,1,5,15,5
31262,"2014",1,1,1,0,0,0,48,1,5,15,5
37956,"2010",1,NA,1,0,NA,NA,34,1,3,9,5
37956,"2012",1,1,1,0,0,0,34,1,2,15,7
37956,"2014",1,1,1,0,0,0,34,1,2,15,5
22368,"2010",1,NA,1,0,NA,NA,70,0,5,7,7
22368,"2012",0.875,1,1,0,0,0,70,0,5,15,7
22368,"2014",0.875,0.875,1,0,0,0,70,0,5,15,7
11861,"2010",1,NA,1,0,NA,NA,57,1,2,15,NA
11861,"2012",1,1,1,0,0,0,57,1,2,NA,NA
11861,"2014",1,1,1,0,0,0,57,1,2,15,8
53420,"2010",0.5,NA,1,0,NA,NA,67,1,3,11,2
53420,"2012",0.5,0.5,1,0,0,0,67,1,3,15,2
53420,"2014",0.5,0.5,1,0,0,0,67,1,3,15,2
45191,"2010",0.625,NA,1,0,NA,NA,66,1,2,8,1
45191,"2012",0.625,0.625,1,0,0,0,66,1,2,15,1
45191,"2014",0.625,0.625,1,0,0,0,66,1,2,15,1
17580,"2010",0.875,NA,1,0,NA,NA,54,1,2,12,4
17580,"2012",0.75,0.875,1,0,0,0,54,1,2,15,4
17580,"2014",0.625,0.75,1,0,0,0,54,1,2,15,4
77624,"2010",0.875,NA,1,0,NA,NA,64,1,2,4,6
77624,"2012",0.75,0.875,1,0,0,0,64,1,2,15,6
77624,"2014",0.875,0.75,1,0,0,0,64,1,2,15,6
25850,"2010",0.625,NA,1,0,NA,NA,63,1,3,10,NA
25850,"2012",0.5,0.625,1,0,0,0,63,1,3,15,4
25850,"2014",0.75,0.5,1,0,0,0,63,1,3,15,8
25393,"2010",0.875,NA,1,0,NA,NA,63,0,6,14,4
25393,"2012",0.875,0.875,1,0,0,0,63,0,6,15,5
25393,"2014",0.75,0.875,1,0,0,0,63,0,6,15,4
31306,"2010",1,NA,1,0,NA,NA,49,0,5,6,5
31306,"2012",1,1,1,0,0,0,49,0,5,15,5
31306,"2014",1,1,1,0,0,0,49,0,5,15,5
288,"2010",0.625,NA,1,0,NA,NA,59,0,3,13,5
288,"2012",0.625,0.625,1,0,0,0,59,0,3,15,4
288,"2014",0.625,0.625,1,0,0,0,59,0,3,15,5
6270,"2010",0.125,NA,1,0,NA,NA,70,1,2,6,1
6270,"2012",0.125,0.125,1,0,0,0,70,1,2,15,1
6270,"2014",0.125,0.125,1,0,0,0,70,1,2,15,1
23659,"2010",0.375,NA,0,0,NA,NA,43,0,6,12,4
23659,"2012",0.25,0.375,0,0,0,0,43,0,6,15,4
23659,"2014",0.375,0.25,0,1,0,1,43,0,6,15,4
29656,"2010",0.625,NA,1,0,NA,NA,46,1,6,14,1
29656,"2012",0.5,0.625,1,0,0,0,46,1,6,NA,2
29656,"2014",0.5,0.5,1,0,0,0,46,1,6,NA,1
15643,"2010",0.25,NA,1,0,NA,NA,60,0,5,15,3
15643,"2012",0,0.25,1,0,0,0,60,0,5,15,3
15643,"2014",0,0,1,0,0,0,60,0,5,15,3
22011,"2010",0.75,NA,1,0,NA,NA,73,1,6,3,7
22011,"2012",0.875,0.75,1,0,0,0,73,1,3,15,7
22011,"2014",0.875,0.875,1,0,0,0,73,1,4,15,7
16091,"2010",0.375,NA,1,0,NA,NA,59,0,5,11,2
16091,"2012",0.375,0.375,1,0,0,0,59,0,5,15,2
16091,"2014",0.5,0.375,1,0,0,0,59,0,5,15,2
31332,"2010",0.625,NA,1,0,NA,NA,64,1,5,9,4
31332,"2012",0.375,0.625,1,0,0,0,64,1,5,15,4
31332,"2014",0.375,0.375,1,0,0,0,64,1,5,15,4
45517,"2010",0.5,NA,1,0,NA,NA,47,1,2,8,4
45517,"2012",0.75,0.5,1,0,0,0,47,1,2,15,8
45517,"2014",0.5,0.75,1,0,0,0,47,1,2,15,4
2932,"2010",0.875,NA,1,0,NA,NA,53,1,2,6,7
2932,"2012",0.75,0.875,1,0,0,0,53,1,2,15,7
2932,"2014",0.875,0.75,1,0,0,0,53,1,2,15,7
16421,"2010",0.25,NA,1,0,NA,NA,53,1,2,1,1
16421,"2012",0.5,0.25,1,0,0,0,53,1,2,15,1
16421,"2014",0.625,0.5,1,0,0,0,53,1,2,NA,1
62927,"2010",0.75,NA,1,0,NA,NA,65,0,6,14,7
62927,"2012",0.625,0.75,1,0,0,0,65,0,6,NA,7
62927,"2014",0.5,0.625,1,0,0,0,65,0,6,NA,7
24973,"2010",0.75,NA,0,0,NA,NA,65,1,3,8,6
24973,"2012",0.5,0.75,1,0,0,0,65,1,3,15,6
24973,"2014",0.75,0.5,1,0,0,0,65,1,3,15,6
18838,"2010",1,NA,1,0,NA,NA,52,1,5,11,6
18838,"2012",1,1,1,0,0,0,52,1,5,15,6
18838,"2014",1,1,1,0,0,0,52,1,5,15,6
19153,"2010",0,NA,1,0,NA,NA,63,1,5,4,1
19153,"2012",0,0,1,0,0,0,63,1,5,15,1
19153,"2014",0.125,0,1,0,0,0,63,1,5,15,1
7198,"2010",1,NA,1,0,NA,NA,25,1,2,4,4
7198,"2012",1,1,1,0,0,0,25,1,2,15,3
7198,"2014",0.875,1,1,0,0,0,25,1,2,15,4
35156,"2010",0.625,NA,1,0,NA,NA,49,1,3,6,4
35156,"2012",0.625,0.625,1,0,0,0,49,1,3,15,4
35156,"2014",0.625,0.625,1,0,0,0,49,1,3,15,4
79153,"2010",0,NA,1,0,NA,NA,62,0,5,13,1
79153,"2012",0.125,0,1,0,0,0,62,0,5,15,1
79153,"2014",0,0.125,1,0,0,0,62,0,5,15,1
23469,"2010",1,NA,1,0,NA,NA,50,1,2,6,4
23469,"2012",0.875,1,1,0,0,0,50,1,2,15,4
23469,"2014",1,0.875,1,0,0,0,50,1,2,15,4
16545,"2010",1,NA,1,0,NA,NA,36,0,5,14,2
16545,"2012",0.5,1,1,0,0,0,36,0,5,15,2
16545,"2014",0.5,0.5,0,0,1,0,36,0,5,15,2
14710,"2010",1,NA,1,0,NA,NA,51,1,2,11,7
14710,"2012",1,1,1,0,0,0,51,1,2,NA,7
14710,"2014",1,1,1,0,0,0,51,1,2,NA,7
7405,"2010",0.25,NA,1,0,NA,NA,64,1,4,14,4
7405,"2012",0.25,0.25,1,0,0,0,64,1,4,15,4
7405,"2014",0.25,0.25,1,0,0,0,64,1,4,15,4
31737,"2010",1,NA,1,0,NA,NA,57,1,4,4,1
31737,"2012",1,1,1,0,0,0,57,1,4,15,1
31737,"2014",1,1,1,0,0,0,57,1,4,15,1
7506,"2010",1,NA,1,0,NA,NA,72,1,4,8,7
7506,"2012",1,1,1,0,0,0,72,1,4,15,7
7506,"2014",0.75,1,1,0,0,0,72,1,4,NA,7
32005,"2010",0.75,NA,1,0,NA,NA,63,0,5,14,7
32005,"2012",1,0.75,1,0,0,0,63,0,5,15,7
32005,"2014",0.875,1,1,0,0,0,63,0,5,15,7
15709,"2010",0.75,NA,1,0,NA,NA,53,0,5,11,4
15709,"2012",0.875,0.75,1,0,0,0,53,0,5,15,4
15709,"2014",0.875,0.875,1,0,0,0,53,0,5,15,4
28732,"2010",1,NA,0,0,NA,NA,49,1,3,8,1
28732,"2012",1,1,0,0,0,0,49,1,3,15,1
28732,"2014",0.875,1,0,0,0,0,49,1,3,15,1
56228,"2010",0.875,NA,1,0,NA,NA,54,0,3,4,3
56228,"2012",0.75,0.875,1,0,0,0,54,0,3,NA,4
56228,"2014",0.75,0.75,1,0,0,0,54,0,3,NA,3
11380,"2010",1,NA,1,0,NA,NA,54,1,2,9,2
11380,"2012",1,1,1,0,0,0,54,1,2,15,2
11380,"2014",1,1,1,0,0,0,54,1,2,15,2
9243,"2010",1,NA,1,0,NA,NA,67,0,5,8,5
9243,"2012",1,1,1,0,0,0,67,0,5,15,5
9243,"2014",1,1,1,0,0,0,67,0,4,15,5
34896,"2010",0.875,NA,1,0,NA,NA,44,1,5,11,2
34896,"2012",0.875,0.875,1,0,0,0,44,1,5,15,2
34896,"2014",0.875,0.875,1,0,0,0,44,1,5,15,2
23421,"2010",0.875,NA,1,0,NA,NA,49,1,3,8,4
23421,"2012",1,0.875,1,0,0,0,49,1,3,15,4
23421,"2014",1,1,1,0,0,0,49,1,3,15,4
36041,"2010",0.625,NA,1,0,NA,NA,52,1,4,6,3
36041,"2012",0.75,0.625,1,0,0,0,52,1,4,15,3
36041,"2014",0.625,0.75,1,0,0,0,52,1,4,15,3
41116,"2010",0,NA,1,0,NA,NA,59,1,3,5,1
41116,"2012",0.375,0,1,0,0,0,59,1,3,15,1
41116,"2014",0.25,0.375,1,0,0,0,59,1,3,15,1
39213,"2010",0.875,NA,0,0,NA,NA,58,0,4,13,5
39213,"2012",0.625,0.875,0,0,0,0,58,0,4,15,8
39213,"2014",0.625,0.625,0,0,0,0,58,0,4,15,5
2448,"2010",0.375,NA,1,0,NA,NA,48,0,5,15,1
2448,"2012",0.25,0.375,1,0,0,0,48,0,5,NA,2
2448,"2014",0.125,0.25,1,0,0,0,48,0,5,NA,1
60685,"2010",1,NA,1,0,NA,NA,42,1,2,7,2
60685,"2012",1,1,1,0,0,0,42,1,2,15,2
60685,"2014",1,1,1,0,0,0,42,1,2,15,2
2783,"2010",0.875,NA,1,0,NA,NA,64,0,2,5,2
2783,"2012",1,0.875,1,0,0,0,64,0,2,15,2
2783,"2014",1,1,1,0,0,0,64,0,2,15,2
30895,"2010",1,NA,1,0,NA,NA,38,0,5,14,7
30895,"2012",1,1,1,0,0,0,38,0,5,16,7
30895,"2014",1,1,1,0,0,0,38,0,6,16,7
126,"2010",0.5,NA,1,0,NA,NA,60,0,3,10,4
126,"2012",0.5,0.5,1,0,0,0,60,0,3,15,4
126,"2014",0.5,0.5,1,0,0,0,60,0,3,15,4
35031,"2010",0.5,NA,1,0,NA,NA,30,0,6,13,2
35031,"2012",0.5,0.5,1,0,0,0,30,0,6,15,2
35031,"2014",0.5,0.5,1,0,0,0,30,0,6,15,2
30458,"2010",0.25,NA,1,0,NA,NA,63,1,3,12,1
30458,"2012",0.375,0.25,1,0,0,0,63,1,3,NA,1
30458,"2014",0.25,0.375,1,0,0,0,63,1,3,NA,1
77051,"2010",0.5,NA,1,0,NA,NA,70,1,2,5,3
77051,"2012",0.5,0.5,1,0,0,0,70,1,2,15,3
77051,"2014",0.5,0.5,1,0,0,0,70,1,2,15,3
32706,"2010",0.5,NA,1,0,NA,NA,73,1,6,7,3
32706,"2012",0.625,0.5,1,0,0,0,73,1,5,15,1
32706,"2014",0.75,0.625,1,0,0,0,73,1,5,15,3
9317,"2010",1,NA,1,0,NA,NA,49,1,2,5,NA
9317,"2012",1,1,1,0,0,0,49,1,3,15,NA
9317,"2014",1,1,1,0,0,0,49,1,3,15,8
22867,"2010",0.375,NA,1,0,NA,NA,48,0,2,15,2
22867,"2012",0.625,0.375,1,0,0,0,48,0,2,15,2
22867,"2014",0.5,0.625,1,0,0,0,48,0,3,NA,2
12156,"2010",1,NA,1,0,NA,NA,62,1,3,7,6
12156,"2012",1,1,1,0,0,0,62,1,3,15,6
12156,"2014",1,1,1,0,0,0,62,1,4,15,6
80925,"2010",1,NA,1,0,NA,NA,54,1,2,12,6
80925,"2012",1,1,1,0,0,0,54,1,3,15,6
80925,"2014",1,1,1,0,0,0,54,1,3,15,6
6401,"2010",0.75,NA,1,0,NA,NA,38,1,5,13,7
6401,"2012",0.625,0.75,1,0,0,0,38,1,5,15,7
6401,"2014",0.625,0.625,1,0,0,0,38,1,5,15,7
16713,"2010",1,NA,1,0,NA,NA,62,1,2,2,6
16713,"2012",1,1,1,0,0,0,62,1,2,15,6
16713,"2014",1,1,1,0,0,0,62,1,2,NA,6
6848,"2010",1,NA,0,0,NA,NA,53,1,2,10,1
6848,"2012",0.875,1,0,0,0,0,53,1,2,15,1
6848,"2014",0.75,0.875,0,0,0,0,53,1,2,15,1
16834,"2010",0.75,NA,1,0,NA,NA,54,1,5,11,3
16834,"2012",0.5,0.75,1,0,0,0,54,1,5,15,3
16834,"2014",0.75,0.5,1,0,0,0,54,1,5,15,3
2148,"2010",0.5,NA,0,0,NA,NA,58,0,2,4,2
2148,"2012",0.75,0.5,0,0,0,0,58,0,2,15,2
2148,"2014",0.625,0.75,1,0,0,0,58,0,3,15,2
18784,"2010",0,NA,1,0,NA,NA,55,1,5,6,1
18784,"2012",0,0,1,0,0,0,55,1,5,15,1
18784,"2014",0,0,1,0,0,0,55,1,5,15,1
15117,"2010",0.625,NA,1,0,NA,NA,67,1,5,12,3
15117,"2012",0.375,0.625,1,0,0,0,67,1,5,15,1
15117,"2014",0.5,0.375,1,0,0,0,67,1,5,NA,3
77223,"2010",0.875,NA,1,0,NA,NA,49,0,2,11,5
77223,"2012",0.875,0.875,1,0,0,0,49,0,2,15,5
77223,"2014",1,0.875,1,0,0,0,49,0,2,15,5
32276,"2010",0.625,NA,1,0,NA,NA,58,0,4,10,2
32276,"2012",0.875,0.625,1,0,0,0,58,0,3,15,3
32276,"2014",0.875,0.875,1,0,0,0,58,0,3,15,2
20521,"2010",0.875,NA,1,0,NA,NA,62,0,5,9,5
20521,"2012",0.875,0.875,1,0,0,0,62,0,5,15,5
20521,"2014",0.75,0.875,1,0,0,0,62,0,5,15,5
38580,"2010",0.5,NA,1,0,NA,NA,42,1,2,1,4
38580,"2012",0.875,0.5,1,0,0,0,42,1,2,15,8
38580,"2014",0.5,0.875,1,0,0,0,42,1,2,15,4
15758,"2010",1,NA,1,0,NA,NA,64,1,3,15,7
15758,"2012",1,1,1,0,0,0,64,1,3,NA,7
15758,"2014",1,1,1,0,0,0,64,1,3,NA,7
12844,"2010",1,NA,1,0,NA,NA,58,0,4,5,7
12844,"2012",0.75,1,1,0,0,0,58,0,4,15,7
12844,"2014",1,0.75,1,0,0,0,58,0,4,15,7
56348,"2010",1,NA,1,0,NA,NA,45,0,4,7,NA
56348,"2012",1,1,1,0,0,0,45,0,4,15,8
56348,"2014",1,1,1,0,0,0,45,0,4,15,8
67565,"2010",0.875,NA,0,0,NA,NA,60,1,3,9,7
67565,"2012",1,0.875,0,0,0,0,60,1,3,15,7
67565,"2014",0.875,1,0,1,0,1,60,1,3,15,7
7270,"2010",0.5,NA,1,0,NA,NA,49,1,3,5,6
7270,"2012",0.875,0.5,1,0,0,0,49,1,3,15,5
7270,"2014",1,0.875,1,0,0,0,49,1,3,15,6
36801,"2010",0.375,NA,1,0,NA,NA,23,0,5,15,3
36801,"2012",0.125,0.375,0,0,1,0,23,0,5,NA,3
36801,"2014",0,0.125,0,0,0,0,23,0,5,15,3
31827,"2010",0.625,NA,1,0,NA,NA,62,0,6,11,5
31827,"2012",0.875,0.625,1,0,0,0,62,0,6,15,5
31827,"2014",1,0.875,1,0,0,0,62,0,6,15,5
17529,"2010",0.5,NA,1,0,NA,NA,53,1,6,14,2
17529,"2012",0.25,0.5,1,0,0,0,53,1,6,15,2
17529,"2014",0.25,0.25,1,0,0,0,53,1,6,15,2
9717,"2010",0.5,NA,1,0,NA,NA,54,1,1,1,1
9717,"2012",0.75,0.5,1,0,0,0,54,1,1,15,1
9717,"2014",0.75,0.75,1,0,0,0,54,1,1,15,1
12653,"2010",1,NA,1,0,NA,NA,49,1,5,6,7
12653,"2012",0.875,1,1,0,0,0,49,1,5,15,7
12653,"2014",0.875,0.875,1,0,0,0,49,1,5,15,7
21761,"2010",0.5,NA,1,0,NA,NA,57,1,2,6,1
21761,"2012",0.5,0.5,1,0,0,0,57,1,2,15,1
21761,"2014",0.375,0.5,1,0,0,0,57,1,2,15,1
27138,"2010",0.5,NA,1,0,NA,NA,44,1,5,12,2
27138,"2012",0.5,0.5,1,0,0,0,44,1,5,15,2
27138,"2014",0.875,0.5,1,0,0,0,44,1,5,15,2
21535,"2010",1,NA,1,0,NA,NA,42,1,3,8,6
21535,"2012",1,1,1,0,0,0,42,1,3,15,6
21535,"2014",1,1,1,0,0,0,42,1,3,15,6
18544,"2010",0.625,NA,1,0,NA,NA,67,1,3,13,1
18544,"2012",0.625,0.625,1,0,0,0,67,1,3,15,1
18544,"2014",0.5,0.625,1,0,0,0,67,1,3,15,1
75354,"2010",0,NA,0,0,NA,NA,57,1,3,12,1
75354,"2012",0.25,0,0,0,0,0,57,1,3,15,1
75354,"2014",0.125,0.25,0,0,0,0,57,1,3,15,1
26307,"2010",0.375,NA,1,0,NA,NA,50,1,4,15,3
26307,"2012",0.5,0.375,1,0,0,0,50,1,4,NA,4
26307,"2014",0.5,0.5,1,0,0,0,50,1,4,NA,3
36952,"2010",0.875,NA,1,0,NA,NA,50,1,4,8,6
36952,"2012",0.875,0.875,1,0,0,0,50,1,4,15,6
36952,"2014",0.75,0.875,1,0,0,0,50,1,4,15,6
21495,"2010",0.25,NA,1,0,NA,NA,60,1,5,6,2
21495,"2012",0.25,0.25,1,0,0,0,60,1,5,15,2
21495,"2014",0.375,0.25,1,0,0,0,60,1,5,15,2
7537,"2010",0.875,NA,1,0,NA,NA,62,1,2,7,2
7537,"2012",0.75,0.875,1,0,0,0,62,1,2,15,6
7537,"2014",1,0.75,1,0,0,0,62,1,2,15,2
37264,"2010",1,NA,1,0,NA,NA,44,0,2,3,5
37264,"2012",1,1,1,0,0,0,44,0,2,15,7
37264,"2014",1,1,1,0,0,0,44,0,2,15,5
28190,"2010",1,NA,1,0,NA,NA,56,1,4,7,4
28190,"2012",0.75,1,1,0,0,0,56,1,4,15,5
28190,"2014",1,0.75,1,0,0,0,56,1,4,15,4
26734,"2010",1,NA,1,0,NA,NA,68,1,2,8,2
26734,"2012",0.75,1,1,0,0,0,68,1,2,15,2
26734,"2014",1,0.75,1,0,0,0,68,1,2,15,2
52327,"2010",1,NA,1,0,NA,NA,64,1,3,9,6
52327,"2012",1,1,1,0,0,0,64,1,3,15,7
52327,"2014",1,1,1,0,0,0,64,1,3,15,6
14657,"2010",1,NA,1,0,NA,NA,75,1,5,11,5
14657,"2012",1,1,1,0,0,0,75,1,5,15,5
14657,"2014",1,1,1,0,0,0,75,1,5,15,5
23814,"2010",0.875,NA,1,0,NA,NA,58,0,5,6,7
23814,"2012",1,0.875,1,0,0,0,58,0,5,15,6
23814,"2014",0.875,1,1,0,0,0,58,0,5,15,7
16095,"2010",0.75,NA,1,0,NA,NA,58,1,5,15,1
16095,"2012",0.5,0.75,1,0,0,0,58,1,5,15,1
16095,"2014",0.75,0.5,1,0,0,0,58,1,5,15,1
48610,"2010",0.375,NA,1,0,NA,NA,56,0,3,15,1
48610,"2012",0.25,0.375,1,0,0,0,56,0,3,15,1
48610,"2014",0.125,0.25,1,0,0,0,56,0,3,15,1
22078,"2010",0.875,NA,1,0,NA,NA,70,1,3,15,7
22078,"2012",0.875,0.875,1,0,0,0,70,1,3,NA,7
22078,"2014",0.875,0.875,1,0,0,0,70,1,5,NA,7
1949,"2010",1,NA,0,0,NA,NA,44,0,2,4,5
1949,"2012",1,1,0,0,0,0,44,0,2,15,7
1949,"2014",1,1,0,0,0,0,44,0,2,NA,5
29040,"2010",0.875,NA,1,0,NA,NA,40,1,5,14,7
29040,"2012",0.5,0.875,1,0,0,0,40,1,5,15,7
29040,"2014",1,0.5,1,0,0,0,40,1,5,15,7
15638,"2010",0.625,NA,0,0,NA,NA,35,1,3,5,2
15638,"2012",0.875,0.625,0,0,0,0,35,1,3,15,2
15638,"2014",1,0.875,0,0,0,0,35,1,3,15,2
74464,"2010",1,NA,1,0,NA,NA,65,1,2,10,5
74464,"2012",1,1,1,0,0,0,65,1,2,15,7
74464,"2014",1,1,1,0,0,0,65,1,2,15,5
31980,"2010",0,NA,1,0,NA,NA,24,1,3,3,1
31980,"2012",0,0,1,0,0,0,24,1,4,15,1
31980,"2014",0,0,1,0,0,0,24,1,4,15,1
25157,"2010",0.25,NA,1,0,NA,NA,68,0,6,11,6
25157,"2012",0.25,0.25,1,0,0,0,68,0,6,15,6
25157,"2014",0.5,0.25,1,0,0,0,68,0,6,15,6
24309,"2010",0.875,NA,1,0,NA,NA,52,1,4,8,6
24309,"2012",0.625,0.875,1,0,0,0,52,1,4,15,5
24309,"2014",0.875,0.625,1,0,0,0,52,1,4,15,6
31337,"2010",0.25,NA,1,0,NA,NA,54,1,6,14,1
31337,"2012",0.25,0.25,1,0,0,0,54,1,6,15,1
31337,"2014",0.125,0.25,1,0,0,0,54,1,6,15,1
8072,"2010",0.5,NA,1,0,NA,NA,43,0,3,15,3
8072,"2012",0.25,0.5,1,0,0,0,43,0,3,NA,3
8072,"2014",0.25,0.25,1,0,0,0,43,0,3,NA,3
11164,"2010",1,NA,1,0,NA,NA,72,1,2,15,7
11164,"2012",1,1,1,0,0,0,72,1,2,NA,7
11164,"2014",1,1,1,0,0,0,72,1,2,NA,7
34681,"2010",1,NA,1,0,NA,NA,47,1,3,7,4
34681,"2012",1,1,1,0,0,0,47,1,3,15,4
34681,"2014",1,1,1,0,0,0,47,1,3,15,4
18168,"2010",1,NA,1,0,NA,NA,75,1,1,15,7
18168,"2012",1,1,1,0,0,0,75,1,1,NA,7
18168,"2014",1,1,1,0,0,0,75,1,1,NA,7
38461,"2010",1,NA,1,0,NA,NA,53,0,3,7,4
38461,"2012",1,1,1,0,0,0,53,0,3,15,4
38461,"2014",1,1,1,0,0,0,53,0,3,15,4
4066,"2010",0.875,NA,1,0,NA,NA,44,1,3,11,1
4066,"2012",0.875,0.875,1,0,0,0,44,1,3,15,1
4066,"2014",0.625,0.875,1,0,0,0,44,1,3,15,1
5588,"2010",0.25,NA,1,0,NA,NA,47,0,3,7,1
5588,"2012",0.125,0.25,1,0,0,0,47,0,4,15,1
5588,"2014",0,0.125,1,0,0,0,47,0,3,15,1
8734,"2010",0.875,NA,1,0,NA,NA,48,1,3,14,5
8734,"2012",0.75,0.875,1,0,0,0,48,1,3,15,5
8734,"2014",1,0.75,1,0,0,0,48,1,3,15,5
5717,"2010",0.375,NA,0,0,NA,NA,63,0,6,12,4
5717,"2012",0.5,0.375,0,1,0,1,63,0,6,15,4
5717,"2014",0.5,0.5,0,1,0,0,63,0,6,15,4
11016,"2010",1,NA,1,0,NA,NA,25,1,2,7,6
11016,"2012",0.875,1,1,0,0,0,25,1,3,15,7
11016,"2014",1,0.875,1,0,0,0,25,1,3,15,6
30721,"2010",0.625,NA,1,0,NA,NA,21,1,3,9,4
30721,"2012",0.625,0.625,1,0,0,0,21,1,4,15,4
30721,"2014",0.625,0.625,1,0,0,0,21,1,5,NA,4
5949,"2010",0.5,NA,0,0,NA,NA,61,1,6,12,5
5949,"2012",0.75,0.5,0,0,0,0,61,1,6,15,5
5949,"2014",0.625,0.75,0,0,0,0,61,1,6,15,5
4509,"2010",0,NA,1,0,NA,NA,47,0,5,11,3
4509,"2012",0.25,0,1,0,0,0,47,0,5,15,1
4509,"2014",0.25,0.25,1,0,0,0,47,0,5,15,3
25231,"2010",0.875,NA,1,0,NA,NA,62,0,3,5,1
25231,"2012",0.875,0.875,1,0,0,0,62,0,5,15,1
25231,"2014",0.875,0.875,1,0,0,0,62,0,5,15,1
27127,"2010",0.75,NA,1,0,NA,NA,53,0,3,8,6
27127,"2012",0.875,0.75,1,0,0,0,53,0,3,15,6
27127,"2014",1,0.875,1,0,0,0,53,0,3,15,6
29445,"2010",1,NA,1,0,NA,NA,64,1,4,8,5
29445,"2012",1,1,1,0,0,0,64,1,4,15,7
29445,"2014",1,1,1,0,0,0,64,1,4,15,5
8807,"2010",0.625,NA,1,0,NA,NA,64,1,3,1,7
8807,"2012",1,0.625,1,0,0,0,64,1,4,15,7
8807,"2014",0.875,1,1,0,0,0,64,1,4,15,7
28959,"2010",1,NA,1,0,NA,NA,46,0,3,3,7
28959,"2012",1,1,1,0,0,0,46,0,3,15,6
28959,"2014",1,1,1,0,0,0,46,0,3,15,7
68829,"2010",0.625,NA,1,0,NA,NA,69,1,5,6,5
68829,"2012",0.5,0.625,1,0,0,0,69,1,5,15,5
